ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF
1605,LORETO,REQUENA,202104,55,2,20
1605,LORETO,REQUENA,202105,153,2,16
1606,LORETO,UCAYALI,202003,0,0,3
1606,LORETO,UCAYALI,202004,3,0,11
1606,LORETO,UCAYALI,202005,159,20,34
1606,LORETO,UCAYALI,202006,178,10,27
1606,LORETO,UCAYALI,202007,101,2,18
1606,LORETO,UCAYALI,202008,65,4,25
1606,LORETO,UCAYALI,202009,175,0,18
1606,LORETO,UCAYALI,202010,29,0,18
1606,LORETO,UCAYALI,202011,49,2,20
1606,LORETO,UCAYALI,202012,11,0,20
1606,LORETO,UCAYALI,202101,30,4,23
1606,LORETO,UCAYALI,202102,74,4,23
1606,LORETO,UCAYALI,202103,78,14,45
1606,LORETO,UCAYALI,202104,60,9,36
1606,LORETO,UCAYALI,202105,18,5,26
1607,LORETO,DATEM DEL MARAÑON,202003,0,0,9
1607,LORETO,DATEM DEL MARAÑON,202004,7,0,8
1607,LORETO,DATEM DEL MARAÑON,202005,152,2,7
1607,LORETO,DATEM DEL MARAÑON,202006,404,7,23
1607,LORETO,DATEM DEL MARAÑON,202007,796,2,16
1607,LORETO,DATEM DEL MARAÑON,202008,564,0,11
1607,LORETO,DATEM DEL MARAÑON,202009,200,1,7
1607,LORETO,DATEM DEL MARAÑON,202010,173,0,7
1607,LORETO,DATEM DEL MARAÑON,202011,51,1,11
1607,LORETO,DATEM DEL MARAÑON,202012,26,1,8
1607,LORETO,DATEM DEL MARAÑON,202101,15,0,10
1607,LORETO,DATEM DEL MARAÑON,202102,55,4,15
1607,LORETO,DATEM DEL MARAÑON,202103,173,1,11
1607,LORETO,DATEM DEL MARAÑON,202104,70,2,7
1607,LORETO,DATEM DEL MARAÑON,202105,71,4,11
1608,LORETO,PUTUMAYO,202003,0,0,0
1608,LORETO,PUTUMAYO,202004,1,0,0
1608,LORETO,PUTUMAYO,202005,8,0,0
1608,LORETO,PUTUMAYO,202006,155,3,2
1608,LORETO,PUTUMAYO,202007,288,2,5
1608,LORETO,PUTUMAYO,202008,381,0,0
1608,LORETO,PUTUMAYO,202009,53,0,0
1608,LORETO,PUTUMAYO,202010,17,0,0
1608,LORETO,PUTUMAYO,202011,162,0,0
1608,LORETO,PUTUMAYO,202012,140,0,1
1608,LORETO,PUTUMAYO,202101,14,0,1
1608,LORETO,PUTUMAYO,202102,24,0,0
1608,LORETO,PUTUMAYO,202103,21,1,4
1608,LORETO,PUTUMAYO,202104,13,2,2
1608,LORETO,PUTUMAYO,202105,10,0,0
1701,MADRE DE DIOS,TAMBOPATA,202003,1,1,54
1701,MADRE DE DIOS,TAMBOPATA,202004,122,1,37
1701,MADRE DE DIOS,TAMBOPATA,202005,419,10,63
1701,MADRE DE DIOS,TAMBOPATA,202006,1406,68,180
1701,MADRE DE DIOS,TAMBOPATA,202007,1536,28,175
1701,MADRE DE DIOS,TAMBOPATA,202008,2013,12,104
1701,MADRE DE DIOS,TAMBOPATA,202009,1623,6,62
1701,MADRE DE DIOS,TAMBOPATA,202010,374,8,65
1701,MADRE DE DIOS,TAMBOPATA,202011,264,4,53
1701,MADRE DE DIOS,TAMBOPATA,202012,173,5,47
1701,MADRE DE DIOS,TAMBOPATA,202101,120,9,72
1701,MADRE DE DIOS,TAMBOPATA,202102,372,9,61
1701,MADRE DE DIOS,TAMBOPATA,202103,1249,18,137
1701,MADRE DE DIOS,TAMBOPATA,202104,718,30,128
1701,MADRE DE DIOS,TAMBOPATA,202105,255,13,76
1702,MADRE DE DIOS,MANU,202003,0,0,4
1702,MADRE DE DIOS,MANU,202004,0,0,4
1702,MADRE DE DIOS,MANU,202005,1,0,4
1702,MADRE DE DIOS,MANU,202006,33,2,9
1702,MADRE DE DIOS,MANU,202007,62,0,7
1702,MADRE DE DIOS,MANU,202008,390,2,9
1702,MADRE DE DIOS,MANU,202009,43,2,13
1702,MADRE DE DIOS,MANU,202010,32,0,2
1702,MADRE DE DIOS,MANU,202011,37,1,3
1702,MADRE DE DIOS,MANU,202012,21,0,2
1702,MADRE DE DIOS,MANU,202101,31,1,7
1702,MADRE DE DIOS,MANU,202102,45,0,7
1702,MADRE DE DIOS,MANU,202103,109,0,15
1702,MADRE DE DIOS,MANU,202104,88,2,12
1702,MADRE DE DIOS,MANU,202105,28,0,3
1703,MADRE DE DIOS,TAHUAMANU,202003,0,0,1
1703,MADRE DE DIOS,TAHUAMANU,202004,6,0,2
1703,MADRE DE DIOS,TAHUAMANU,202005,43,0,2
1703,MADRE DE DIOS,TAHUAMANU,202006,60,3,5
1703,MADRE DE DIOS,TAHUAMANU,202007,247,1,11
1703,MADRE DE DIOS,TAHUAMANU,202008,292,3,8
1703,MADRE DE DIOS,TAHUAMANU,202009,189,1,3
1703,MADRE DE DIOS,TAHUAMANU,202010,73,0,6
1703,MADRE DE DIOS,TAHUAMANU,202011,61,0,2
1703,MADRE DE DIOS,TAHUAMANU,202012,66,0,2
1703,MADRE DE DIOS,TAHUAMANU,202101,22,1,4
1703,MADRE DE DIOS,TAHUAMANU,202102,60,1,5
1703,MADRE DE DIOS,TAHUAMANU,202103,200,0,3
1703,MADRE DE DIOS,TAHUAMANU,202104,105,1,7
1703,MADRE DE DIOS,TAHUAMANU,202105,109,1,3
1801,MOQUEGUA,MARISCAL NIETO,202003,0,0,35
1801,MOQUEGUA,MARISCAL NIETO,202004,63,1,20
1801,MOQUEGUA,MARISCAL NIETO,202005,296,1,25
1801,MOQUEGUA,MARISCAL NIETO,202006,171,4,35
1801,MOQUEGUA,MARISCAL NIETO,202007,1227,41,164
1801,MOQUEGUA,MARISCAL NIETO,202008,4386,53,313
1801,MOQUEGUA,MARISCAL NIETO,202009,3082,24,63
1801,MOQUEGUA,MARISCAL NIETO,202010,666,7,36
1801,MOQUEGUA,MARISCAL NIETO,202011,460,3,36
1801,MOQUEGUA,MARISCAL NIETO,202012,393,6,28
1801,MOQUEGUA,MARISCAL NIETO,202101,809,24,46
1801,MOQUEGUA,MARISCAL NIETO,202102,1166,22,53
1801,MOQUEGUA,MARISCAL NIETO,202103,1267,18,41
1801,MOQUEGUA,MARISCAL NIETO,202104,770,20,49
1801,MOQUEGUA,MARISCAL NIETO,202105,584,23,57
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202003,0,0,1
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202004,2,0,9
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202005,5,0,6
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202006,38,2,13
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202007,96,1,14
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202008,191,4,14
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202009,82,1,10
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202010,19,0,5
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202011,14,0,6
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202012,8,1,7
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202101,44,6,19
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202102,97,1,8
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202103,79,1,10
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202104,90,5,14
1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202105,145,5,14
1803,MOQUEGUA,ILO,202003,0,0,24
1803,MOQUEGUA,ILO,202004,85,0,17
1803,MOQUEGUA,ILO,202005,230,6,30
1803,MOQUEGUA,ILO,202006,118,14,44
1803,MOQUEGUA,ILO,202007,844,54,151
1803,MOQUEGUA,ILO,202008,1377,42,122
1803,MOQUEGUA,ILO,202009,838,11,42
1803,MOQUEGUA,ILO,202010,362,8,42
1803,MOQUEGUA,ILO,202011,403,5,29
1803,MOQUEGUA,ILO,202012,362,14,52
1803,MOQUEGUA,ILO,202101,956,72,137
1803,MOQUEGUA,ILO,202102,813,21,61
1803,MOQUEGUA,ILO,202103,408,13,43
1803,MOQUEGUA,ILO,202104,505,24,53
1803,MOQUEGUA,ILO,202105,588,51,93
1901,PASCO,PASCO,202003,1,0,37
1901,PASCO,PASCO,202004,106,2,36
1901,PASCO,PASCO,202005,245,6,62
1901,PASCO,PASCO,202006,330,15,54
1901,PASCO,PASCO,202007,653,17,92
1901,PASCO,PASCO,202008,1394,18,107
1901,PASCO,PASCO,202009,726,10,60
1901,PASCO,PASCO,202010,319,2,43
1901,PASCO,PASCO,202011,182,3,39
1901,PASCO,PASCO,202012,227,10,53
1901,PASCO,PASCO,202101,939,29,137
1901,PASCO,PASCO,202102,491,25,93
1901,PASCO,PASCO,202103,354,16,76
1901,PASCO,PASCO,202104,419,25,73
1901,PASCO,PASCO,202105,290,24,81
1902,PASCO,DANIEL ALCIDES CARRION,202003,0,0,16
1902,PASCO,DANIEL ALCIDES CARRION,202004,13,1,12
1902,PASCO,DANIEL ALCIDES CARRION,202005,7,1,14
1902,PASCO,DANIEL ALCIDES CARRION,202006,16,5,17
1902,PASCO,DANIEL ALCIDES CARRION,202007,78,3,19
1902,PASCO,DANIEL ALCIDES CARRION,202008,189,3,23
1902,PASCO,DANIEL ALCIDES CARRION,202009,95,3,11
1902,PASCO,DANIEL ALCIDES CARRION,202010,105,1,10
1902,PASCO,DANIEL ALCIDES CARRION,202011,13,2,10
1902,PASCO,DANIEL ALCIDES CARRION,202012,20,0,12
1902,PASCO,DANIEL ALCIDES CARRION,202101,144,8,32
1902,PASCO,DANIEL ALCIDES CARRION,202102,61,6,30
1902,PASCO,DANIEL ALCIDES CARRION,202103,53,4,13
1902,PASCO,DANIEL ALCIDES CARRION,202104,108,6,24
1902,PASCO,DANIEL ALCIDES CARRION,202105,75,4,20
1903,PASCO,OXAPAMPA,202003,0,0,30
1903,PASCO,OXAPAMPA,202004,35,0,15
1903,PASCO,OXAPAMPA,202005,151,2,28
1903,PASCO,OXAPAMPA,202006,160,4,17
1903,PASCO,OXAPAMPA,202007,155,7,39
1903,PASCO,OXAPAMPA,202008,350,7,42
1903,PASCO,OXAPAMPA,202009,222,8,37
1903,PASCO,OXAPAMPA,202010,202,1,33
1903,PASCO,OXAPAMPA,202011,242,6,35
1903,PASCO,OXAPAMPA,202012,132,3,34
1903,PASCO,OXAPAMPA,202101,335,10,47
1903,PASCO,OXAPAMPA,202102,984,22,74
1903,PASCO,OXAPAMPA,202103,1091,31,94
1903,PASCO,OXAPAMPA,202104,1333,41,83
1903,PASCO,OXAPAMPA,202105,747,55,101
2001,PIURA,PIURA,202003,22,1,116
2001,PIURA,PIURA,202004,1291,137,364
2001,PIURA,PIURA,202005,3671,246,977
2001,PIURA,PIURA,202006,3645,263,673
2001,PIURA,PIURA,202007,2267,75,406
2001,PIURA,PIURA,202008,3476,57,399
2001,PIURA,PIURA,202009,2888,43,341
2001,PIURA,PIURA,202010,927,30,268
2001,PIURA,PIURA,202011,1237,34,307
2001,PIURA,PIURA,202012,1074,46,407
2001,PIURA,PIURA,202101,1542,40,512
2001,PIURA,PIURA,202102,1807,40,415
2001,PIURA,PIURA,202103,4635,53,627
2001,PIURA,PIURA,202104,5985,198,1055
2001,PIURA,PIURA,202105,2756,168,681
2002,PIURA,AYABACA,202003,0,0,19
2002,PIURA,AYABACA,202004,15,1,19
2002,PIURA,AYABACA,202005,75,4,35
2002,PIURA,AYABACA,202006,177,16,45
2002,PIURA,AYABACA,202007,152,2,38
2002,PIURA,AYABACA,202008,250,4,49
2002,PIURA,AYABACA,202009,207,7,35
2002,PIURA,AYABACA,202010,85,4,28
2002,PIURA,AYABACA,202011,59,4,25
2002,PIURA,AYABACA,202012,30,6,40
2002,PIURA,AYABACA,202101,158,1,44
2002,PIURA,AYABACA,202102,154,6,45
2002,PIURA,AYABACA,202103,442,6,60
2002,PIURA,AYABACA,202104,618,19,77
2002,PIURA,AYABACA,202105,289,25,73
2003,PIURA,HUANCABAMBA,202003,0,0,24
2003,PIURA,HUANCABAMBA,202004,4,0,31
2003,PIURA,HUANCABAMBA,202005,25,4,29
2003,PIURA,HUANCABAMBA,202006,88,7,47
2003,PIURA,HUANCABAMBA,202007,83,5,58
2003,PIURA,HUANCABAMBA,202008,166,4,50
2003,PIURA,HUANCABAMBA,202009,80,2,40
2003,PIURA,HUANCABAMBA,202010,24,3,39
2003,PIURA,HUANCABAMBA,202011,14,3,35
2003,PIURA,HUANCABAMBA,202012,10,5,48
2003,PIURA,HUANCABAMBA,202101,31,1,38
2003,PIURA,HUANCABAMBA,202102,22,1,28
2003,PIURA,HUANCABAMBA,202103,96,1,41
2003,PIURA,HUANCABAMBA,202104,247,10,46
2003,PIURA,HUANCABAMBA,202105,140,3,38
2004,PIURA,MORROPON,202003,0,0,49
2004,PIURA,MORROPON,202004,68,15,80
2004,PIURA,MORROPON,202005,251,63,241
2004,PIURA,MORROPON,202006,277,102,157
2004,PIURA,MORROPON,202007,389,10,124
2004,PIURA,MORROPON,202008,326,15,117
2004,PIURA,MORROPON,202009,253,12,96
2004,PIURA,MORROPON,202010,62,4,83
2004,PIURA,MORROPON,202011,59,16,131
2004,PIURA,MORROPON,202012,99,16,136
2004,PIURA,MORROPON,202101,120,8,133
2004,PIURA,MORROPON,202102,136,6,120
2004,PIURA,MORROPON,202103,223,9,151
2004,PIURA,MORROPON,202104,503,28,230
2004,PIURA,MORROPON,202105,421,23,168
2005,PIURA,PAITA,202003,1,0,25
2005,PIURA,PAITA,202004,119,7,40
2005,PIURA,PAITA,202005,474,81,168
2005,PIURA,PAITA,202006,559,92,140
2005,PIURA,PAITA,202007,366,18,96
2005,PIURA,PAITA,202008,986,33,130
2005,PIURA,PAITA,202009,1141,13,66
2005,PIURA,PAITA,202010,224,6,52
2005,PIURA,PAITA,202011,119,4,40
2005,PIURA,PAITA,202012,239,9,49
2005,PIURA,PAITA,202101,302,11,67
2005,PIURA,PAITA,202102,469,12,86
2005,PIURA,PAITA,202103,1133,14,156
2005,PIURA,PAITA,202104,869,34,139
2005,PIURA,PAITA,202105,376,15,78
2006,PIURA,SULLANA,202003,1,2,101
2006,PIURA,SULLANA,202004,294,19,126
2006,PIURA,SULLANA,202005,2070,157,743
2006,PIURA,SULLANA,202006,2418,123,396
2006,PIURA,SULLANA,202007,928,42,246
2006,PIURA,SULLANA,202008,1542,39,215
2006,PIURA,SULLANA,202009,918,31,193
2006,PIURA,SULLANA,202010,642,13,135
2006,PIURA,SULLANA,202011,394,9,158
2006,PIURA,SULLANA,202012,253,16,184
2006,PIURA,SULLANA,202101,774,14,265
2006,PIURA,SULLANA,202102,854,28,258
2006,PIURA,SULLANA,202103,1513,22,272
2006,PIURA,SULLANA,202104,2347,87,461
2006,PIURA,SULLANA,202105,1079,72,331
2007,PIURA,TALARA,202003,0,0,25
2007,PIURA,TALARA,202004,81,5,24
2007,PIURA,TALARA,202005,543,26,115
2007,PIURA,TALARA,202006,1100,61,98
2007,PIURA,TALARA,202007,293,9,65
2007,PIURA,TALARA,202008,695,12,65
2007,PIURA,TALARA,202009,526,18,75
2007,PIURA,TALARA,202010,245,8,63
2007,PIURA,TALARA,202011,135,6,53
2007,PIURA,TALARA,202012,158,8,64
2007,PIURA,TALARA,202101,223,9,96
2007,PIURA,TALARA,202102,192,12,88
2007,PIURA,TALARA,202103,324,6,127
2007,PIURA,TALARA,202104,440,58,198
2007,PIURA,TALARA,202105,238,51,162
2008,PIURA,SECHURA,202003,1,0,7
2008,PIURA,SECHURA,202004,40,1,6
2008,PIURA,SECHURA,202005,131,19,49
2008,PIURA,SECHURA,202006,170,20,52
2008,PIURA,SECHURA,202007,113,4,34
2008,PIURA,SECHURA,202008,142,15,55
2008,PIURA,SECHURA,202009,150,2,24
2008,PIURA,SECHURA,202010,88,6,34
2008,PIURA,SECHURA,202011,110,4,40
2008,PIURA,SECHURA,202012,126,8,64
2008,PIURA,SECHURA,202101,85,3,44
2008,PIURA,SECHURA,202102,90,2,26
2008,PIURA,SECHURA,202103,377,5,60
2008,PIURA,SECHURA,202104,358,20,99
2008,PIURA,SECHURA,202105,180,16,71
2101,PUNO,PUNO,202003,0,0,69
2101,PUNO,PUNO,202004,119,1,65
2101,PUNO,PUNO,202005,88,1,75
2101,PUNO,PUNO,202006,91,5,62
2101,PUNO,PUNO,202007,602,6,140
2101,PUNO,PUNO,202008,2093,65,433
2101,PUNO,PUNO,202009,2204,18,116
2101,PUNO,PUNO,202010,522,15,90
2101,PUNO,PUNO,202011,211,3,72
2101,PUNO,PUNO,202012,195,7,90
2101,PUNO,PUNO,202101,683,24,183
2101,PUNO,PUNO,202102,1178,45,281
2101,PUNO,PUNO,202103,782,22,223
2101,PUNO,PUNO,202104,1160,44,213
2101,PUNO,PUNO,202105,1111,71,275
2102,PUNO,AZANGARO,202003,0,0,62
2102,PUNO,AZANGARO,202004,6,1,42
2102,PUNO,AZANGARO,202005,7,0,47
2102,PUNO,AZANGARO,202006,19,0,48
2102,PUNO,AZANGARO,202007,49,4,58
2102,PUNO,AZANGARO,202008,361,5,79
2102,PUNO,AZANGARO,202009,272,1,49
2102,PUNO,AZANGARO,202010,99,0,49
2102,PUNO,AZANGARO,202011,71,2,35
2102,PUNO,AZANGARO,202012,45,7,54
2102,PUNO,AZANGARO,202101,87,5,108
2102,PUNO,AZANGARO,202102,134,7,91
2102,PUNO,AZANGARO,202103,69,4,69
2102,PUNO,AZANGARO,202104,100,6,79
2102,PUNO,AZANGARO,202105,193,7,66
2103,PUNO,CARABAYA,202003,0,0,17
2103,PUNO,CARABAYA,202004,1,0,21
2103,PUNO,CARABAYA,202005,7,0,13
2103,PUNO,CARABAYA,202006,18,1,19
2103,PUNO,CARABAYA,202007,29,0,18
2103,PUNO,CARABAYA,202008,158,2,42
2103,PUNO,CARABAYA,202009,145,0,10
2103,PUNO,CARABAYA,202010,59,1,25
2103,PUNO,CARABAYA,202011,65,2,21
2103,PUNO,CARABAYA,202012,53,1,22
2103,PUNO,CARABAYA,202101,63,2,26
2103,PUNO,CARABAYA,202102,186,5,46
2103,PUNO,CARABAYA,202103,197,5,40
2103,PUNO,CARABAYA,202104,153,6,30
2103,PUNO,CARABAYA,202105,149,13,33
2104,PUNO,CHUCUITO,202003,0,1,10
2104,PUNO,CHUCUITO,202004,19,0,5
2104,PUNO,CHUCUITO,202005,10,1,11
2104,PUNO,CHUCUITO,202006,9,0,11
2104,PUNO,CHUCUITO,202007,94,0,15
2104,PUNO,CHUCUITO,202008,238,0,34
2104,PUNO,CHUCUITO,202009,144,0,35
2104,PUNO,CHUCUITO,202010,74,1,19
2104,PUNO,CHUCUITO,202011,66,0,21
2104,PUNO,CHUCUITO,202012,34,0,44
2104,PUNO,CHUCUITO,202101,64,6,95
2104,PUNO,CHUCUITO,202102,69,4,72
2104,PUNO,CHUCUITO,202103,97,3,66
2104,PUNO,CHUCUITO,202104,179,8,73
2104,PUNO,CHUCUITO,202105,137,5,47
2105,PUNO,EL COLLAO,202003,0,0,7
2105,PUNO,EL COLLAO,202004,6,0,17
2105,PUNO,EL COLLAO,202005,24,0,26
2105,PUNO,EL COLLAO,202006,6,1,30
2105,PUNO,EL COLLAO,202007,57,4,42
2105,PUNO,EL COLLAO,202008,157,6,80
2105,PUNO,EL COLLAO,202009,112,3,43
2105,PUNO,EL COLLAO,202010,100,3,41
2105,PUNO,EL COLLAO,202011,75,1,44
2105,PUNO,EL COLLAO,202012,17,0,42
2105,PUNO,EL COLLAO,202101,66,0,73
2105,PUNO,EL COLLAO,202102,74,3,70
2105,PUNO,EL COLLAO,202103,87,2,56
2105,PUNO,EL COLLAO,202104,147,4,81
2105,PUNO,EL COLLAO,202105,87,7,74
2106,PUNO,HUANCANE,202003,0,0,44
2106,PUNO,HUANCANE,202004,8,0,44
2106,PUNO,HUANCANE,202005,19,3,32
2106,PUNO,HUANCANE,202006,10,2,43
2106,PUNO,HUANCANE,202007,33,4,58
2106,PUNO,HUANCANE,202008,182,12,111
2106,PUNO,HUANCANE,202009,146,1,42
2106,PUNO,HUANCANE,202010,86,2,52
2106,PUNO,HUANCANE,202011,50,1,66
2106,PUNO,HUANCANE,202012,39,2,56
2106,PUNO,HUANCANE,202101,41,3,69
2106,PUNO,HUANCANE,202102,78,13,80
2106,PUNO,HUANCANE,202103,47,4,78
2106,PUNO,HUANCANE,202104,40,5,60
2106,PUNO,HUANCANE,202105,71,8,71
2107,PUNO,LAMPA,202003,0,0,13
2107,PUNO,LAMPA,202004,0,0,20
2107,PUNO,LAMPA,202005,12,0,7
2107,PUNO,LAMPA,202006,16,3,13
2107,PUNO,LAMPA,202007,11,1,20
2107,PUNO,LAMPA,202008,155,1,41
2107,PUNO,LAMPA,202009,207,1,18
2107,PUNO,LAMPA,202010,97,1,14
2107,PUNO,LAMPA,202011,49,0,10
2107,PUNO,LAMPA,202012,23,1,16
2107,PUNO,LAMPA,202101,66,0,33
2107,PUNO,LAMPA,202102,88,8,37
2107,PUNO,LAMPA,202103,102,1,32
2107,PUNO,LAMPA,202104,115,3,24
2107,PUNO,LAMPA,202105,163,9,44
2108,PUNO,MELGAR,202003,0,0,39
2108,PUNO,MELGAR,202004,3,0,26
2108,PUNO,MELGAR,202005,16,0,31
2108,PUNO,MELGAR,202006,47,0,31
2108,PUNO,MELGAR,202007,38,2,41
2108,PUNO,MELGAR,202008,274,3,73
2108,PUNO,MELGAR,202009,236,5,58
2108,PUNO,MELGAR,202010,57,2,41
2108,PUNO,MELGAR,202011,53,1,24
2108,PUNO,MELGAR,202012,24,3,41
2108,PUNO,MELGAR,202101,78,2,53
2108,PUNO,MELGAR,202102,153,4,51
2108,PUNO,MELGAR,202103,124,5,54
2108,PUNO,MELGAR,202104,229,10,71
2108,PUNO,MELGAR,202105,247,15,64
2109,PUNO,MOHO,202003,0,0,11
2109,PUNO,MOHO,202004,0,0,15
2109,PUNO,MOHO,202005,3,0,20
2109,PUNO,MOHO,202006,0,0,15
2109,PUNO,MOHO,202007,7,1,19
2109,PUNO,MOHO,202008,23,2,43
2109,PUNO,MOHO,202009,43,2,41
2109,PUNO,MOHO,202010,26,1,15
2109,PUNO,MOHO,202011,20,1,14
2109,PUNO,MOHO,202012,6,0,24
2109,PUNO,MOHO,202101,0,1,19
2109,PUNO,MOHO,202102,8,0,33
2109,PUNO,MOHO,202103,17,3,38
2109,PUNO,MOHO,202104,8,0,28
2109,PUNO,MOHO,202105,12,0,22
2110,PUNO,SAN ANTONIO DE PUTINA,202003,0,0,7
2110,PUNO,SAN ANTONIO DE PUTINA,202004,2,1,13
2110,PUNO,SAN ANTONIO DE PUTINA,202005,1,0,20
2110,PUNO,SAN ANTONIO DE PUTINA,202006,3,1,20
2110,PUNO,SAN ANTONIO DE PUTINA,202007,19,1,17
2110,PUNO,SAN ANTONIO DE PUTINA,202008,117,1,24
2110,PUNO,SAN ANTONIO DE PUTINA,202009,42,2,21
2110,PUNO,SAN ANTONIO DE PUTINA,202010,54,0,12
2110,PUNO,SAN ANTONIO DE PUTINA,202011,34,2,14
2110,PUNO,SAN ANTONIO DE PUTINA,202012,16,0,14
2110,PUNO,SAN ANTONIO DE PUTINA,202101,17,1,22
2110,PUNO,SAN ANTONIO DE PUTINA,202102,36,2,25
2110,PUNO,SAN ANTONIO DE PUTINA,202103,29,1,24
2110,PUNO,SAN ANTONIO DE PUTINA,202104,35,2,23
2110,PUNO,SAN ANTONIO DE PUTINA,202105,94,4,29
2111,PUNO,SAN ROMAN,202003,0,0,86
2111,PUNO,SAN ROMAN,202004,34,2,78
2111,PUNO,SAN ROMAN,202005,140,2,90
2111,PUNO,SAN ROMAN,202006,252,9,94
2111,PUNO,SAN ROMAN,202007,527,29,250
2111,PUNO,SAN ROMAN,202008,2962,51,581
2111,PUNO,SAN ROMAN,202009,1804,24,196
2111,PUNO,SAN ROMAN,202010,687,15,129
2111,PUNO,SAN ROMAN,202011,335,11,136
2111,PUNO,SAN ROMAN,202012,350,8,114
2111,PUNO,SAN ROMAN,202101,458,21,184
2111,PUNO,SAN ROMAN,202102,702,34,261
2111,PUNO,SAN ROMAN,202103,510,16,234
2111,PUNO,SAN ROMAN,202104,659,34,221
2111,PUNO,SAN ROMAN,202105,838,56,295
2112,PUNO,SANDIA,202003,0,0,8
2112,PUNO,SANDIA,202004,6,0,11
2112,PUNO,SANDIA,202005,5,0,11
2112,PUNO,SANDIA,202006,15,2,15
2112,PUNO,SANDIA,202007,24,1,13
2112,PUNO,SANDIA,202008,105,1,16
2112,PUNO,SANDIA,202009,115,1,15
2112,PUNO,SANDIA,202010,37,1,10
2112,PUNO,SANDIA,202011,36,3,16
2112,PUNO,SANDIA,202012,17,3,14
2112,PUNO,SANDIA,202101,22,2,22
2112,PUNO,SANDIA,202102,34,4,35
2112,PUNO,SANDIA,202103,55,2,39
2112,PUNO,SANDIA,202104,26,3,36
2112,PUNO,SANDIA,202105,44,3,30
2113,PUNO,YUNGUYO,202003,0,0,17
2113,PUNO,YUNGUYO,202004,9,0,17
2113,PUNO,YUNGUYO,202005,9,1,23
2113,PUNO,YUNGUYO,202006,7,0,12
2113,PUNO,YUNGUYO,202007,18,3,37
2113,PUNO,YUNGUYO,202008,104,2,49
2113,PUNO,YUNGUYO,202009,47,3,41
2113,PUNO,YUNGUYO,202010,47,1,20
2113,PUNO,YUNGUYO,202011,40,0,26
2113,PUNO,YUNGUYO,202012,25,0,37
2113,PUNO,YUNGUYO,202101,64,5,58
2113,PUNO,YUNGUYO,202102,106,14,78
2113,PUNO,YUNGUYO,202103,49,2,34
2113,PUNO,YUNGUYO,202104,74,8,40
2113,PUNO,YUNGUYO,202105,131,14,47
2201,SAN MARTIN,MOYOBAMBA,202003,1,1,39
2201,SAN MARTIN,MOYOBAMBA,202004,65,2,30
2201,SAN MARTIN,MOYOBAMBA,202005,262,2,34
2201,SAN MARTIN,MOYOBAMBA,202006,454,13,60
2201,SAN MARTIN,MOYOBAMBA,202007,647,21,96
2201,SAN MARTIN,MOYOBAMBA,202008,796,14,60
2201,SAN MARTIN,MOYOBAMBA,202009,552,12,42
2201,SAN MARTIN,MOYOBAMBA,202010,296,6,35
2201,SAN MARTIN,MOYOBAMBA,202011,143,4,44
2201,SAN MARTIN,MOYOBAMBA,202012,155,3,38
2201,SAN MARTIN,MOYOBAMBA,202101,433,5,41
2201,SAN MARTIN,MOYOBAMBA,202102,633,6,41
2201,SAN MARTIN,MOYOBAMBA,202103,1159,16,100
2201,SAN MARTIN,MOYOBAMBA,202104,1269,43,120
2201,SAN MARTIN,MOYOBAMBA,202105,670,20,90
2202,SAN MARTIN,BELLAVISTA,202003,0,0,14
2202,SAN MARTIN,BELLAVISTA,202004,30,0,9
2202,SAN MARTIN,BELLAVISTA,202005,40,6,14
2202,SAN MARTIN,BELLAVISTA,202006,151,9,15
2202,SAN MARTIN,BELLAVISTA,202007,231,13,42
2202,SAN MARTIN,BELLAVISTA,202008,324,1,22
2202,SAN MARTIN,BELLAVISTA,202009,160,0,14
2202,SAN MARTIN,BELLAVISTA,202010,182,1,16
2202,SAN MARTIN,BELLAVISTA,202011,84,0,25
2202,SAN MARTIN,BELLAVISTA,202012,33,2,19
2202,SAN MARTIN,BELLAVISTA,202101,62,2,20
2202,SAN MARTIN,BELLAVISTA,202102,60,2,24
2202,SAN MARTIN,BELLAVISTA,202103,211,5,38
2202,SAN MARTIN,BELLAVISTA,202104,229,11,50
2202,SAN MARTIN,BELLAVISTA,202105,120,10,33
2203,SAN MARTIN,EL DORADO,202003,0,0,15
2203,SAN MARTIN,EL DORADO,202004,1,0,5
2203,SAN MARTIN,EL DORADO,202005,30,0,14
2203,SAN MARTIN,EL DORADO,202006,112,5,20
