ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF
1205,JUNIN,JUNIN,202105,118,15,28
1206,JUNIN,SATIPO,202003,0,0,46
1206,JUNIN,SATIPO,202004,25,1,19
1206,JUNIN,SATIPO,202005,103,2,53
1206,JUNIN,SATIPO,202006,159,5,41
1206,JUNIN,SATIPO,202007,257,5,78
1206,JUNIN,SATIPO,202008,922,16,84
1206,JUNIN,SATIPO,202009,517,6,63
1206,JUNIN,SATIPO,202010,893,4,67
1206,JUNIN,SATIPO,202011,694,9,56
1206,JUNIN,SATIPO,202012,569,6,57
1206,JUNIN,SATIPO,202101,848,20,92
1206,JUNIN,SATIPO,202102,998,35,105
1206,JUNIN,SATIPO,202103,936,15,78
1206,JUNIN,SATIPO,202104,1424,28,83
1206,JUNIN,SATIPO,202105,996,29,86
1207,JUNIN,TARMA,202003,0,0,51
1207,JUNIN,TARMA,202004,38,0,36
1207,JUNIN,TARMA,202005,99,6,66
1207,JUNIN,TARMA,202006,55,6,53
1207,JUNIN,TARMA,202007,139,10,93
1207,JUNIN,TARMA,202008,383,12,89
1207,JUNIN,TARMA,202009,225,13,72
1207,JUNIN,TARMA,202010,171,9,79
1207,JUNIN,TARMA,202011,70,4,70
1207,JUNIN,TARMA,202012,65,3,52
1207,JUNIN,TARMA,202101,261,20,99
1207,JUNIN,TARMA,202102,652,34,187
1207,JUNIN,TARMA,202103,652,16,173
1207,JUNIN,TARMA,202104,812,45,174
1207,JUNIN,TARMA,202105,472,39,141
1208,JUNIN,YAULI,202003,0,0,12
1208,JUNIN,YAULI,202004,31,2,10
1208,JUNIN,YAULI,202005,107,5,22
1208,JUNIN,YAULI,202006,151,8,35
1208,JUNIN,YAULI,202007,189,5,38
1208,JUNIN,YAULI,202008,281,4,20
1208,JUNIN,YAULI,202009,260,2,15
1208,JUNIN,YAULI,202010,66,4,20
1208,JUNIN,YAULI,202011,43,4,10
1208,JUNIN,YAULI,202012,54,2,8
1208,JUNIN,YAULI,202101,212,6,42
1208,JUNIN,YAULI,202102,257,13,40
1208,JUNIN,YAULI,202103,269,6,38
1208,JUNIN,YAULI,202104,408,17,42
1208,JUNIN,YAULI,202105,192,20,61
1209,JUNIN,CHUPACA,202003,0,0,24
1209,JUNIN,CHUPACA,202004,46,4,27
1209,JUNIN,CHUPACA,202005,113,9,44
1209,JUNIN,CHUPACA,202006,71,3,31
1209,JUNIN,CHUPACA,202007,285,10,48
1209,JUNIN,CHUPACA,202008,438,16,68
1209,JUNIN,CHUPACA,202009,277,4,35
1209,JUNIN,CHUPACA,202010,216,5,31
1209,JUNIN,CHUPACA,202011,120,0,22
1209,JUNIN,CHUPACA,202012,162,4,24
1209,JUNIN,CHUPACA,202101,197,5,41
1209,JUNIN,CHUPACA,202102,329,15,61
1209,JUNIN,CHUPACA,202103,295,14,61
1209,JUNIN,CHUPACA,202104,377,13,61
1209,JUNIN,CHUPACA,202105,407,17,75
1301,LA LIBERTAD,TRUJILLO,202003,29,3,397
1301,LA LIBERTAD,TRUJILLO,202004,769,41,391
1301,LA LIBERTAD,TRUJILLO,202005,2936,178,673
1301,LA LIBERTAD,TRUJILLO,202006,3801,744,1800
1301,LA LIBERTAD,TRUJILLO,202007,4352,318,1504
1301,LA LIBERTAD,TRUJILLO,202008,4851,148,791
1301,LA LIBERTAD,TRUJILLO,202009,4015,99,510
1301,LA LIBERTAD,TRUJILLO,202010,2063,55,465
1301,LA LIBERTAD,TRUJILLO,202011,1212,51,484
1301,LA LIBERTAD,TRUJILLO,202012,1282,66,588
1301,LA LIBERTAD,TRUJILLO,202101,2436,110,786
1301,LA LIBERTAD,TRUJILLO,202102,4265,151,906
1301,LA LIBERTAD,TRUJILLO,202103,6983,206,1162
1301,LA LIBERTAD,TRUJILLO,202104,9172,424,1645
1301,LA LIBERTAD,TRUJILLO,202105,7655,304,1260
1302,LA LIBERTAD,ASCOPE,202003,0,0,43
1302,LA LIBERTAD,ASCOPE,202004,44,5,38
1302,LA LIBERTAD,ASCOPE,202005,173,21,71
1302,LA LIBERTAD,ASCOPE,202006,325,97,174
1302,LA LIBERTAD,ASCOPE,202007,354,43,222
1302,LA LIBERTAD,ASCOPE,202008,673,34,116
1302,LA LIBERTAD,ASCOPE,202009,530,15,79
1302,LA LIBERTAD,ASCOPE,202010,41,5,45
1302,LA LIBERTAD,ASCOPE,202011,36,3,45
1302,LA LIBERTAD,ASCOPE,202012,30,9,70
1302,LA LIBERTAD,ASCOPE,202101,79,13,78
1302,LA LIBERTAD,ASCOPE,202102,289,10,86
1302,LA LIBERTAD,ASCOPE,202103,245,24,133
1302,LA LIBERTAD,ASCOPE,202104,200,20,128
1302,LA LIBERTAD,ASCOPE,202105,95,28,120
1303,LA LIBERTAD,BOLIVAR,202003,0,0,2
1303,LA LIBERTAD,BOLIVAR,202004,0,0,1
1303,LA LIBERTAD,BOLIVAR,202005,0,0,3
1303,LA LIBERTAD,BOLIVAR,202006,0,0,2
1303,LA LIBERTAD,BOLIVAR,202007,3,0,5
1303,LA LIBERTAD,BOLIVAR,202008,5,0,1
1303,LA LIBERTAD,BOLIVAR,202009,3,1,1
1303,LA LIBERTAD,BOLIVAR,202010,2,0,0
1303,LA LIBERTAD,BOLIVAR,202011,2,0,4
1303,LA LIBERTAD,BOLIVAR,202012,3,0,8
1303,LA LIBERTAD,BOLIVAR,202101,0,0,5
1303,LA LIBERTAD,BOLIVAR,202102,4,0,9
1303,LA LIBERTAD,BOLIVAR,202103,29,1,8
1303,LA LIBERTAD,BOLIVAR,202104,72,5,14
1303,LA LIBERTAD,BOLIVAR,202105,24,0,4
1304,LA LIBERTAD,CHEPEN,202003,0,0,23
1304,LA LIBERTAD,CHEPEN,202004,138,11,21
1304,LA LIBERTAD,CHEPEN,202005,344,59,62
1304,LA LIBERTAD,CHEPEN,202006,613,50,48
1304,LA LIBERTAD,CHEPEN,202007,246,15,63
1304,LA LIBERTAD,CHEPEN,202008,392,21,49
1304,LA LIBERTAD,CHEPEN,202009,276,6,22
1304,LA LIBERTAD,CHEPEN,202010,246,5,16
1304,LA LIBERTAD,CHEPEN,202011,105,6,29
1304,LA LIBERTAD,CHEPEN,202012,26,6,38
1304,LA LIBERTAD,CHEPEN,202101,53,10,37
1304,LA LIBERTAD,CHEPEN,202102,177,16,76
1304,LA LIBERTAD,CHEPEN,202103,277,25,120
1304,LA LIBERTAD,CHEPEN,202104,339,40,124
1304,LA LIBERTAD,CHEPEN,202105,231,34,110
1305,LA LIBERTAD,JULCAN,202003,0,0,10
1305,LA LIBERTAD,JULCAN,202004,0,0,7
1305,LA LIBERTAD,JULCAN,202005,4,0,8
1305,LA LIBERTAD,JULCAN,202006,4,1,8
1305,LA LIBERTAD,JULCAN,202007,28,0,12
1305,LA LIBERTAD,JULCAN,202008,18,0,7
1305,LA LIBERTAD,JULCAN,202009,13,3,7
1305,LA LIBERTAD,JULCAN,202010,12,0,2
1305,LA LIBERTAD,JULCAN,202011,30,0,7
1305,LA LIBERTAD,JULCAN,202012,23,1,7
1305,LA LIBERTAD,JULCAN,202101,51,1,14
1305,LA LIBERTAD,JULCAN,202102,40,2,14
1305,LA LIBERTAD,JULCAN,202103,39,0,23
1305,LA LIBERTAD,JULCAN,202104,47,1,17
1305,LA LIBERTAD,JULCAN,202105,45,4,19
1306,LA LIBERTAD,OTUZCO,202003,0,0,23
1306,LA LIBERTAD,OTUZCO,202004,0,2,22
1306,LA LIBERTAD,OTUZCO,202005,26,1,35
1306,LA LIBERTAD,OTUZCO,202006,92,18,66
1306,LA LIBERTAD,OTUZCO,202007,156,5,42
1306,LA LIBERTAD,OTUZCO,202008,178,4,44
1306,LA LIBERTAD,OTUZCO,202009,176,4,51
1306,LA LIBERTAD,OTUZCO,202010,123,8,51
1306,LA LIBERTAD,OTUZCO,202011,58,3,38
1306,LA LIBERTAD,OTUZCO,202012,53,5,32
1306,LA LIBERTAD,OTUZCO,202101,54,1,47
1306,LA LIBERTAD,OTUZCO,202102,131,4,43
1306,LA LIBERTAD,OTUZCO,202103,156,4,67
1306,LA LIBERTAD,OTUZCO,202104,229,14,67
1306,LA LIBERTAD,OTUZCO,202105,223,11,69
1307,LA LIBERTAD,PACASMAYO,202003,0,0,33
1307,LA LIBERTAD,PACASMAYO,202004,23,1,31
1307,LA LIBERTAD,PACASMAYO,202005,105,11,54
1307,LA LIBERTAD,PACASMAYO,202006,189,54,61
1307,LA LIBERTAD,PACASMAYO,202007,193,18,106
1307,LA LIBERTAD,PACASMAYO,202008,365,21,110
1307,LA LIBERTAD,PACASMAYO,202009,356,8,57
1307,LA LIBERTAD,PACASMAYO,202010,162,5,39
1307,LA LIBERTAD,PACASMAYO,202011,95,7,37
1307,LA LIBERTAD,PACASMAYO,202012,106,7,56
1307,LA LIBERTAD,PACASMAYO,202101,130,16,80
1307,LA LIBERTAD,PACASMAYO,202102,336,15,95
1307,LA LIBERTAD,PACASMAYO,202103,641,25,131
1307,LA LIBERTAD,PACASMAYO,202104,693,43,152
1307,LA LIBERTAD,PACASMAYO,202105,405,30,101
1308,LA LIBERTAD,PATAZ,202003,0,0,11
1308,LA LIBERTAD,PATAZ,202004,3,0,8
1308,LA LIBERTAD,PATAZ,202005,225,1,7
1308,LA LIBERTAD,PATAZ,202006,52,11,12
1308,LA LIBERTAD,PATAZ,202007,30,3,23
1308,LA LIBERTAD,PATAZ,202008,119,2,28
1308,LA LIBERTAD,PATAZ,202009,131,1,23
1308,LA LIBERTAD,PATAZ,202010,129,1,21
1308,LA LIBERTAD,PATAZ,202011,53,2,15
1308,LA LIBERTAD,PATAZ,202012,23,0,13
1308,LA LIBERTAD,PATAZ,202101,73,2,23
1308,LA LIBERTAD,PATAZ,202102,75,1,22
1308,LA LIBERTAD,PATAZ,202103,71,0,26
1308,LA LIBERTAD,PATAZ,202104,187,5,35
1308,LA LIBERTAD,PATAZ,202105,70,8,24
1309,LA LIBERTAD,SANCHEZ CARRION,202003,0,0,28
1309,LA LIBERTAD,SANCHEZ CARRION,202004,1,1,22
1309,LA LIBERTAD,SANCHEZ CARRION,202005,39,1,28
1309,LA LIBERTAD,SANCHEZ CARRION,202006,101,3,32
1309,LA LIBERTAD,SANCHEZ CARRION,202007,183,3,47
1309,LA LIBERTAD,SANCHEZ CARRION,202008,193,6,55
1309,LA LIBERTAD,SANCHEZ CARRION,202009,862,2,23
1309,LA LIBERTAD,SANCHEZ CARRION,202010,100,2,28
1309,LA LIBERTAD,SANCHEZ CARRION,202011,106,2,38
1309,LA LIBERTAD,SANCHEZ CARRION,202012,46,3,24
1309,LA LIBERTAD,SANCHEZ CARRION,202101,66,3,44
1309,LA LIBERTAD,SANCHEZ CARRION,202102,153,2,32
1309,LA LIBERTAD,SANCHEZ CARRION,202103,325,7,39
1309,LA LIBERTAD,SANCHEZ CARRION,202104,592,23,69
1309,LA LIBERTAD,SANCHEZ CARRION,202105,374,24,86
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202003,0,0,5
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202004,0,0,12
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202005,15,1,10
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202006,33,4,10
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202007,110,1,21
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202008,130,3,18
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202009,61,6,20
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202010,86,1,15
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202011,42,0,11
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202012,56,1,16
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202101,52,1,21
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202102,65,1,24
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202103,100,4,33
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202104,173,10,45
1310,LA LIBERTAD,SANTIAGO DE CHUCO,202105,92,8,45
1311,LA LIBERTAD,GRAN CHIMU,202003,0,0,11
1311,LA LIBERTAD,GRAN CHIMU,202004,3,0,1
1311,LA LIBERTAD,GRAN CHIMU,202005,4,0,8
1311,LA LIBERTAD,GRAN CHIMU,202006,31,1,12
1311,LA LIBERTAD,GRAN CHIMU,202007,73,4,18
1311,LA LIBERTAD,GRAN CHIMU,202008,173,8,17
1311,LA LIBERTAD,GRAN CHIMU,202009,114,3,15
1311,LA LIBERTAD,GRAN CHIMU,202010,57,2,10
1311,LA LIBERTAD,GRAN CHIMU,202011,37,2,11
1311,LA LIBERTAD,GRAN CHIMU,202012,15,1,6
1311,LA LIBERTAD,GRAN CHIMU,202101,21,0,9
1311,LA LIBERTAD,GRAN CHIMU,202102,57,1,9
1311,LA LIBERTAD,GRAN CHIMU,202103,102,2,10
1311,LA LIBERTAD,GRAN CHIMU,202104,122,3,9
1311,LA LIBERTAD,GRAN CHIMU,202105,110,4,17
1312,LA LIBERTAD,VIRU,202003,0,0,25
1312,LA LIBERTAD,VIRU,202004,82,0,28
1312,LA LIBERTAD,VIRU,202005,197,8,38
1312,LA LIBERTAD,VIRU,202006,251,35,115
1312,LA LIBERTAD,VIRU,202007,172,23,170
1312,LA LIBERTAD,VIRU,202008,234,5,61
1312,LA LIBERTAD,VIRU,202009,267,3,37
1312,LA LIBERTAD,VIRU,202010,115,4,47
1312,LA LIBERTAD,VIRU,202011,66,3,34
1312,LA LIBERTAD,VIRU,202012,27,5,42
1312,LA LIBERTAD,VIRU,202101,59,5,31
1312,LA LIBERTAD,VIRU,202102,139,6,42
1312,LA LIBERTAD,VIRU,202103,368,14,94
1312,LA LIBERTAD,VIRU,202104,424,30,109
1312,LA LIBERTAD,VIRU,202105,146,18,86
1401,LAMBAYEQUE,CHICLAYO,202003,28,5,48
1401,LAMBAYEQUE,CHICLAYO,202004,2232,241,361
1401,LAMBAYEQUE,CHICLAYO,202005,3970,448,804
1401,LAMBAYEQUE,CHICLAYO,202006,3292,315,381
1401,LAMBAYEQUE,CHICLAYO,202007,2523,77,353
1401,LAMBAYEQUE,CHICLAYO,202008,3277,74,436
1401,LAMBAYEQUE,CHICLAYO,202009,2793,78,306
1401,LAMBAYEQUE,CHICLAYO,202010,1880,68,180
1401,LAMBAYEQUE,CHICLAYO,202011,1473,53,163
1401,LAMBAYEQUE,CHICLAYO,202012,1775,53,256
1401,LAMBAYEQUE,CHICLAYO,202101,1862,88,320
1401,LAMBAYEQUE,CHICLAYO,202102,2192,76,283
1401,LAMBAYEQUE,CHICLAYO,202103,3704,87,431
1401,LAMBAYEQUE,CHICLAYO,202104,6308,234,781
1401,LAMBAYEQUE,CHICLAYO,202105,2965,203,679
1402,LAMBAYEQUE,FERREÑAFE,202003,6,2,9
1402,LAMBAYEQUE,FERREÑAFE,202004,453,63,110
1402,LAMBAYEQUE,FERREÑAFE,202005,632,19,84
1402,LAMBAYEQUE,FERREÑAFE,202006,363,12,27
1402,LAMBAYEQUE,FERREÑAFE,202007,353,8,27
1402,LAMBAYEQUE,FERREÑAFE,202008,691,18,77
1402,LAMBAYEQUE,FERREÑAFE,202009,414,3,48
1402,LAMBAYEQUE,FERREÑAFE,202010,184,2,24
1402,LAMBAYEQUE,FERREÑAFE,202011,126,7,14
1402,LAMBAYEQUE,FERREÑAFE,202012,167,14,41
1402,LAMBAYEQUE,FERREÑAFE,202101,130,9,32
1402,LAMBAYEQUE,FERREÑAFE,202102,112,5,20
1402,LAMBAYEQUE,FERREÑAFE,202103,188,7,25
1402,LAMBAYEQUE,FERREÑAFE,202104,87,12,51
1402,LAMBAYEQUE,FERREÑAFE,202105,5,16,56
1403,LAMBAYEQUE,LAMBAYEQUE,202003,1,0,22
1403,LAMBAYEQUE,LAMBAYEQUE,202004,416,51,122
1403,LAMBAYEQUE,LAMBAYEQUE,202005,1527,93,383
1403,LAMBAYEQUE,LAMBAYEQUE,202006,1143,80,190
1403,LAMBAYEQUE,LAMBAYEQUE,202007,936,28,115
1403,LAMBAYEQUE,LAMBAYEQUE,202008,1129,19,140
1403,LAMBAYEQUE,LAMBAYEQUE,202009,833,17,110
1403,LAMBAYEQUE,LAMBAYEQUE,202010,400,21,48
1403,LAMBAYEQUE,LAMBAYEQUE,202011,273,12,49
1403,LAMBAYEQUE,LAMBAYEQUE,202012,157,16,85
1403,LAMBAYEQUE,LAMBAYEQUE,202101,398,10,62
1403,LAMBAYEQUE,LAMBAYEQUE,202102,485,17,72
1403,LAMBAYEQUE,LAMBAYEQUE,202103,714,25,121
1403,LAMBAYEQUE,LAMBAYEQUE,202104,1185,48,166
1403,LAMBAYEQUE,LAMBAYEQUE,202105,658,40,144
1501,LIMA,LIMA,202003,972,60,3601
1501,LIMA,LIMA,202004,26911,1520,5649
1501,LIMA,LIMA,202005,72578,3093,11480
1501,LIMA,LIMA,202006,49583,2554,11708
1501,LIMA,LIMA,202007,49541,2234,10635
1501,LIMA,LIMA,202008,77605,2329,10516
1501,LIMA,LIMA,202009,50627,1575,6411
1501,LIMA,LIMA,202010,30115,825,4709
1501,LIMA,LIMA,202011,15697,590,3905
1501,LIMA,LIMA,202012,15603,582,4304
1501,LIMA,LIMA,202101,57920,1139,8280
1501,LIMA,LIMA,202102,91151,2106,12857
1501,LIMA,LIMA,202103,96539,2195,14578
1501,LIMA,LIMA,202104,78289,3644,13011
1501,LIMA,LIMA,202105,33739,2226,8205
1502,LIMA,BARRANCA,202003,1,1,31
1502,LIMA,BARRANCA,202004,47,2,37
1502,LIMA,BARRANCA,202005,159,9,43
1502,LIMA,BARRANCA,202006,646,51,89
1502,LIMA,BARRANCA,202007,1306,49,227
1502,LIMA,BARRANCA,202008,1275,41,181
1502,LIMA,BARRANCA,202009,593,27,96
1502,LIMA,BARRANCA,202010,326,11,71
1502,LIMA,BARRANCA,202011,258,9,74
1502,LIMA,BARRANCA,202012,214,10,53
1502,LIMA,BARRANCA,202101,317,24,97
1502,LIMA,BARRANCA,202102,780,61,137
1502,LIMA,BARRANCA,202103,1381,69,202
1502,LIMA,BARRANCA,202104,1351,106,250
1502,LIMA,BARRANCA,202105,576,64,158
1503,LIMA,CAJATAMBO,202003,0,0,4
1503,LIMA,CAJATAMBO,202004,1,0,0
1503,LIMA,CAJATAMBO,202005,9,0,1
1503,LIMA,CAJATAMBO,202006,3,1,3
1503,LIMA,CAJATAMBO,202007,7,0,2
1503,LIMA,CAJATAMBO,202008,7,1,4
1503,LIMA,CAJATAMBO,202009,3,0,2
1503,LIMA,CAJATAMBO,202010,0,0,1
1503,LIMA,CAJATAMBO,202011,4,0,1
1503,LIMA,CAJATAMBO,202012,1,0,5
1503,LIMA,CAJATAMBO,202101,3,0,0
1503,LIMA,CAJATAMBO,202102,36,0,9
1503,LIMA,CAJATAMBO,202103,80,1,6
1503,LIMA,CAJATAMBO,202104,60,0,5
1503,LIMA,CAJATAMBO,202105,49,3,4
1504,LIMA,CANTA,202003,0,0,6
1504,LIMA,CANTA,202004,11,0,9
1504,LIMA,CANTA,202005,41,1,11
1504,LIMA,CANTA,202006,106,4,7
1504,LIMA,CANTA,202007,106,7,17
1504,LIMA,CANTA,202008,58,2,16
1504,LIMA,CANTA,202009,26,0,7
1504,LIMA,CANTA,202010,14,0,8
1504,LIMA,CANTA,202011,6,1,3
1504,LIMA,CANTA,202012,9,2,6
1504,LIMA,CANTA,202101,52,1,15
1504,LIMA,CANTA,202102,58,1,15
1504,LIMA,CANTA,202103,89,2,15
1504,LIMA,CANTA,202104,138,7,22
1504,LIMA,CANTA,202105,69,5,12
1505,LIMA,CAÑETE,202003,1,0,42
1505,LIMA,CAÑETE,202004,333,30,65
1505,LIMA,CAÑETE,202005,1314,80,147
1505,LIMA,CAÑETE,202006,1773,121,235
1505,LIMA,CAÑETE,202007,1353,38,187
1505,LIMA,CAÑETE,202008,1539,18,133
1505,LIMA,CAÑETE,202009,761,22,73
1505,LIMA,CAÑETE,202010,75,13,63
1505,LIMA,CAÑETE,202011,85,8,51
1505,LIMA,CAÑETE,202012,98,11,62
1505,LIMA,CAÑETE,202101,786,30,119
1505,LIMA,CAÑETE,202102,1023,56,236
1505,LIMA,CAÑETE,202103,372,42,265
1505,LIMA,CAÑETE,202104,268,82,284
1505,LIMA,CAÑETE,202105,342,87,235
1506,LIMA,HUARAL,202003,4,0,76
1506,LIMA,HUARAL,202004,152,16,90
1506,LIMA,HUARAL,202005,1355,75,204
1506,LIMA,HUARAL,202006,1284,131,276
1506,LIMA,HUARAL,202007,895,49,190
1506,LIMA,HUARAL,202008,1949,28,129
1506,LIMA,HUARAL,202009,572,23,97
1506,LIMA,HUARAL,202010,237,16,79
1506,LIMA,HUARAL,202011,127,3,63
1506,LIMA,HUARAL,202012,200,9,106
1506,LIMA,HUARAL,202101,805,28,123
1506,LIMA,HUARAL,202102,1447,34,178
1506,LIMA,HUARAL,202103,2227,52,240
1506,LIMA,HUARAL,202104,2206,96,275
1506,LIMA,HUARAL,202105,837,69,205
1507,LIMA,HUAROCHIRI,202003,0,0,42
1507,LIMA,HUAROCHIRI,202004,51,3,30
1507,LIMA,HUAROCHIRI,202005,278,11,63
1507,LIMA,HUAROCHIRI,202006,186,21,79
1507,LIMA,HUAROCHIRI,202007,263,15,85
1507,LIMA,HUAROCHIRI,202008,480,24,108
1507,LIMA,HUAROCHIRI,202009,160,13,64
1507,LIMA,HUAROCHIRI,202010,56,9,44
1507,LIMA,HUAROCHIRI,202011,45,3,25
1507,LIMA,HUAROCHIRI,202012,36,5,43
1507,LIMA,HUAROCHIRI,202101,172,5,88
1507,LIMA,HUAROCHIRI,202102,418,10,93
1507,LIMA,HUAROCHIRI,202103,697,24,133
1507,LIMA,HUAROCHIRI,202104,738,33,122
1507,LIMA,HUAROCHIRI,202105,355,31,104
1508,LIMA,HUAURA,202003,2,1,52
1508,LIMA,HUAURA,202004,208,13,55
1508,LIMA,HUAURA,202005,626,40,95
1508,LIMA,HUAURA,202006,1556,153,197
1508,LIMA,HUAURA,202007,1717,93,308
1508,LIMA,HUAURA,202008,1717,67,244
1508,LIMA,HUAURA,202009,838,48,175
1508,LIMA,HUAURA,202010,450,32,136
1508,LIMA,HUAURA,202011,196,14,88
1508,LIMA,HUAURA,202012,199,15,110
1508,LIMA,HUAURA,202101,880,34,158
1508,LIMA,HUAURA,202102,1650,85,225
1508,LIMA,HUAURA,202103,2524,114,310
1508,LIMA,HUAURA,202104,2703,174,354
1508,LIMA,HUAURA,202105,1070,127,270
1509,LIMA,OYON,202003,0,0,3
1509,LIMA,OYON,202004,8,2,4
1509,LIMA,OYON,202005,9,1,5
1509,LIMA,OYON,202006,18,1,6
1509,LIMA,OYON,202007,3,0,10
1509,LIMA,OYON,202008,35,2,10
1509,LIMA,OYON,202009,21,0,10
1509,LIMA,OYON,202010,4,0,11
1509,LIMA,OYON,202011,4,1,7
1509,LIMA,OYON,202012,6,0,3
1509,LIMA,OYON,202101,26,5,13
1509,LIMA,OYON,202102,46,4,11
1509,LIMA,OYON,202103,71,7,18
1509,LIMA,OYON,202104,92,2,18
1509,LIMA,OYON,202105,38,4,14
1510,LIMA,YAUYOS,202003,0,0,5
1510,LIMA,YAUYOS,202004,7,0,4
1510,LIMA,YAUYOS,202005,20,2,13
1510,LIMA,YAUYOS,202006,29,5,18
1510,LIMA,YAUYOS,202007,60,4,15
1510,LIMA,YAUYOS,202008,28,2,24
1510,LIMA,YAUYOS,202009,40,3,12
1510,LIMA,YAUYOS,202010,40,3,9
1510,LIMA,YAUYOS,202011,6,0,4
1510,LIMA,YAUYOS,202012,6,4,11
1510,LIMA,YAUYOS,202101,17,2,20
1510,LIMA,YAUYOS,202102,21,4,16
1510,LIMA,YAUYOS,202103,86,2,24
1510,LIMA,YAUYOS,202104,82,6,33
1510,LIMA,YAUYOS,202105,41,6,23
1601,LORETO,MAYNAS,202003,62,7,142
1601,LORETO,MAYNAS,202004,1382,186,435
1601,LORETO,MAYNAS,202005,3111,319,883
1601,LORETO,MAYNAS,202006,2309,89,209
1601,LORETO,MAYNAS,202007,1252,18,155
1601,LORETO,MAYNAS,202008,1979,32,193
1601,LORETO,MAYNAS,202009,1308,19,144
1601,LORETO,MAYNAS,202010,798,18,161
1601,LORETO,MAYNAS,202011,631,10,160
1601,LORETO,MAYNAS,202012,575,10,175
1601,LORETO,MAYNAS,202101,1046,32,219
1601,LORETO,MAYNAS,202102,4178,105,578
1601,LORETO,MAYNAS,202103,1748,89,383
1601,LORETO,MAYNAS,202104,1056,44,216
1601,LORETO,MAYNAS,202105,559,33,203
1602,LORETO,ALTO AMAZONAS,202003,0,0,39
1602,LORETO,ALTO AMAZONAS,202004,23,4,23
1602,LORETO,ALTO AMAZONAS,202005,712,23,99
1602,LORETO,ALTO AMAZONAS,202006,349,15,128
1602,LORETO,ALTO AMAZONAS,202007,509,1,56
1602,LORETO,ALTO AMAZONAS,202008,339,4,38
1602,LORETO,ALTO AMAZONAS,202009,216,2,33
1602,LORETO,ALTO AMAZONAS,202010,150,2,42
1602,LORETO,ALTO AMAZONAS,202011,111,1,25
1602,LORETO,ALTO AMAZONAS,202012,37,5,44
1602,LORETO,ALTO AMAZONAS,202101,94,5,47
1602,LORETO,ALTO AMAZONAS,202102,265,8,42
1602,LORETO,ALTO AMAZONAS,202103,1212,19,80
1602,LORETO,ALTO AMAZONAS,202104,671,22,72
1602,LORETO,ALTO AMAZONAS,202105,165,5,42
1603,LORETO,LORETO,202003,0,0,5
1603,LORETO,LORETO,202004,34,1,5
1603,LORETO,LORETO,202005,232,29,68
1603,LORETO,LORETO,202006,315,16,33
1603,LORETO,LORETO,202007,705,2,19
1603,LORETO,LORETO,202008,1008,0,14
1603,LORETO,LORETO,202009,503,3,15
1603,LORETO,LORETO,202010,176,2,16
1603,LORETO,LORETO,202011,169,2,11
1603,LORETO,LORETO,202012,176,1,12
1603,LORETO,LORETO,202101,76,0,12
1603,LORETO,LORETO,202102,264,3,19
1603,LORETO,LORETO,202103,185,4,18
1603,LORETO,LORETO,202104,117,1,9
1603,LORETO,LORETO,202105,37,1,15
1604,LORETO,MARISCAL RAMON CASTILLA,202003,0,1,3
1604,LORETO,MARISCAL RAMON CASTILLA,202004,32,1,8
1604,LORETO,MARISCAL RAMON CASTILLA,202005,161,29,14
1604,LORETO,MARISCAL RAMON CASTILLA,202006,112,13,19
1604,LORETO,MARISCAL RAMON CASTILLA,202007,119,2,16
1604,LORETO,MARISCAL RAMON CASTILLA,202008,346,0,9
1604,LORETO,MARISCAL RAMON CASTILLA,202009,284,1,7
1604,LORETO,MARISCAL RAMON CASTILLA,202010,186,0,4
1604,LORETO,MARISCAL RAMON CASTILLA,202011,121,0,11
1604,LORETO,MARISCAL RAMON CASTILLA,202012,10,0,5
1604,LORETO,MARISCAL RAMON CASTILLA,202101,92,10,21
1604,LORETO,MARISCAL RAMON CASTILLA,202102,338,3,22
1604,LORETO,MARISCAL RAMON CASTILLA,202103,164,4,16
1604,LORETO,MARISCAL RAMON CASTILLA,202104,36,0,11
1604,LORETO,MARISCAL RAMON CASTILLA,202105,36,0,5
1605,LORETO,REQUENA,202003,0,1,16
1605,LORETO,REQUENA,202004,5,2,14
1605,LORETO,REQUENA,202005,43,30,83
1605,LORETO,REQUENA,202006,195,7,35
1605,LORETO,REQUENA,202007,71,1,18
1605,LORETO,REQUENA,202008,246,1,17
1605,LORETO,REQUENA,202009,389,0,10
1605,LORETO,REQUENA,202010,360,1,17
1605,LORETO,REQUENA,202011,188,0,16
1605,LORETO,REQUENA,202012,42,2,15
1605,LORETO,REQUENA,202101,32,0,17
1605,LORETO,REQUENA,202102,92,4,16
1605,LORETO,REQUENA,202103,156,4,32
