,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
165,101,AMAZONAS,CHACHAPOYAS,202003,0,0,24,20,4
167,101,AMAZONAS,CHACHAPOYAS,202004,59,0,11,17,-6
169,101,AMAZONAS,CHACHAPOYAS,202005,181,4,19,14,5
171,101,AMAZONAS,CHACHAPOYAS,202006,130,4,27,16,11
173,101,AMAZONAS,CHACHAPOYAS,202007,192,2,14,22,-8
175,101,AMAZONAS,CHACHAPOYAS,202008,493,15,35,24,11
177,101,AMAZONAS,CHACHAPOYAS,202009,601,21,33,14,19
178,101,AMAZONAS,CHACHAPOYAS,202010,333,6,23,17,6
179,101,AMAZONAS,CHACHAPOYAS,202011,118,4,18,17,1
180,101,AMAZONAS,CHACHAPOYAS,202012,67,2,20,10,10
163,101,AMAZONAS,CHACHAPOYAS,202101,520,9,30,25,5
164,101,AMAZONAS,CHACHAPOYAS,202102,674,23,45,27,18
166,101,AMAZONAS,CHACHAPOYAS,202103,1040,28,39,20,19
168,101,AMAZONAS,CHACHAPOYAS,202104,1024,49,59,17,42
170,101,AMAZONAS,CHACHAPOYAS,202105,510,42,61,14,47
172,101,AMAZONAS,CHACHAPOYAS,202106,317,17,32,16,16
174,101,AMAZONAS,CHACHAPOYAS,202107,122,10,32,22,10
176,101,AMAZONAS,CHACHAPOYAS,202108,144,7,19,24,-5
219,102,AMAZONAS,BAGUA,202003,0,0,7,13,-6
221,102,AMAZONAS,BAGUA,202004,39,0,17,15,2
223,102,AMAZONAS,BAGUA,202005,177,7,16,13,3
225,102,AMAZONAS,BAGUA,202006,723,44,39,14,25
227,102,AMAZONAS,BAGUA,202007,1750,125,120,21,99
229,102,AMAZONAS,BAGUA,202008,2519,44,42,13,29
231,102,AMAZONAS,BAGUA,202009,2026,26,17,11,6
232,102,AMAZONAS,BAGUA,202010,500,9,16,15,1
233,102,AMAZONAS,BAGUA,202011,279,6,15,14,1
234,102,AMAZONAS,BAGUA,202012,113,5,6,3,3
217,102,AMAZONAS,BAGUA,202101,97,7,17,2,15
218,102,AMAZONAS,BAGUA,202102,155,17,21,17,4
220,102,AMAZONAS,BAGUA,202103,231,14,13,13,0
222,102,AMAZONAS,BAGUA,202104,593,27,27,15,12
224,102,AMAZONAS,BAGUA,202105,548,38,21,13,8
226,102,AMAZONAS,BAGUA,202106,312,18,16,14,2
228,102,AMAZONAS,BAGUA,202107,145,14,12,21,-9
230,102,AMAZONAS,BAGUA,202108,60,6,10,13,-3
237,103,AMAZONAS,BONGARA,202003,0,0,8,7,1
239,103,AMAZONAS,BONGARA,202004,14,1,4,2,2
241,103,AMAZONAS,BONGARA,202005,9,1,6,6,0
243,103,AMAZONAS,BONGARA,202006,22,0,4,9,-5
245,103,AMAZONAS,BONGARA,202007,58,2,8,9,-1
247,103,AMAZONAS,BONGARA,202008,89,5,11,10,1
249,103,AMAZONAS,BONGARA,202009,111,7,13,8,5
250,103,AMAZONAS,BONGARA,202010,42,5,7,14,-7
251,103,AMAZONAS,BONGARA,202011,22,0,6,6,0
252,103,AMAZONAS,BONGARA,202012,22,3,11,4,7
235,103,AMAZONAS,BONGARA,202101,66,6,16,11,5
236,103,AMAZONAS,BONGARA,202102,83,5,12,7,5
238,103,AMAZONAS,BONGARA,202103,151,4,6,7,-1
240,103,AMAZONAS,BONGARA,202104,243,9,14,2,12
242,103,AMAZONAS,BONGARA,202105,166,11,13,6,7
244,103,AMAZONAS,BONGARA,202106,73,2,9,9,0
246,103,AMAZONAS,BONGARA,202107,33,3,8,9,-1
248,103,AMAZONAS,BONGARA,202108,30,0,10,10,0
255,104,AMAZONAS,CONDORCANQUI,202003,0,0,1,2,-1
257,104,AMAZONAS,CONDORCANQUI,202004,0,0,2,3,-1
259,104,AMAZONAS,CONDORCANQUI,202005,3,2,5,0,5
261,104,AMAZONAS,CONDORCANQUI,202006,190,16,6,0,6
263,104,AMAZONAS,CONDORCANQUI,202007,1071,39,14,1,13
265,104,AMAZONAS,CONDORCANQUI,202008,980,4,1,3,-2
267,104,AMAZONAS,CONDORCANQUI,202009,461,5,6,2,4
268,104,AMAZONAS,CONDORCANQUI,202010,454,1,3,3,0
269,104,AMAZONAS,CONDORCANQUI,202011,227,1,2,2,0
270,104,AMAZONAS,CONDORCANQUI,202012,95,2,3,2,1
253,104,AMAZONAS,CONDORCANQUI,202101,39,1,3,3,0
254,104,AMAZONAS,CONDORCANQUI,202102,18,0,4,2,2
256,104,AMAZONAS,CONDORCANQUI,202103,68,5,14,2,12
258,104,AMAZONAS,CONDORCANQUI,202104,147,8,7,3,4
260,104,AMAZONAS,CONDORCANQUI,202105,110,5,5,0,5
262,104,AMAZONAS,CONDORCANQUI,202106,79,4,5,0,5
264,104,AMAZONAS,CONDORCANQUI,202107,19,1,5,1,4
266,104,AMAZONAS,CONDORCANQUI,202108,7,0,3,3,0
273,105,AMAZONAS,LUYA,202003,0,0,9,7,2
275,105,AMAZONAS,LUYA,202004,0,0,8,12,-4
277,105,AMAZONAS,LUYA,202005,22,3,8,7,1
279,105,AMAZONAS,LUYA,202006,108,2,12,13,-1
281,105,AMAZONAS,LUYA,202007,47,2,16,16,0
283,105,AMAZONAS,LUYA,202008,150,5,16,11,5
285,105,AMAZONAS,LUYA,202009,67,3,11,9,2
286,105,AMAZONAS,LUYA,202010,30,1,13,10,3
287,105,AMAZONAS,LUYA,202011,17,0,5,5,0
288,105,AMAZONAS,LUYA,202012,14,3,9,11,-2
271,105,AMAZONAS,LUYA,202101,21,4,16,17,-1
272,105,AMAZONAS,LUYA,202102,80,8,11,6,5
274,105,AMAZONAS,LUYA,202103,107,9,22,7,15
276,105,AMAZONAS,LUYA,202104,385,15,23,12,11
278,105,AMAZONAS,LUYA,202105,202,16,30,7,23
280,105,AMAZONAS,LUYA,202106,114,5,13,13,0
282,105,AMAZONAS,LUYA,202107,52,1,9,16,-7
284,105,AMAZONAS,LUYA,202108,44,2,13,11,2
291,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202003,0,0,1,11,-10
293,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202004,2,0,0,7,-7
295,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202005,1,0,3,5,-2
297,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202006,31,0,4,5,-1
299,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202007,15,1,4,4,0
301,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202008,14,1,5,9,-4
303,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202009,13,2,3,7,-4
304,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202010,12,2,4,7,-3
305,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202011,4,0,4,3,1
306,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202012,18,1,4,9,-5
289,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202101,201,6,5,4,1
290,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202102,183,12,12,6,6
292,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202103,127,7,6,11,-5
294,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202104,238,10,12,7,5
296,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202105,108,5,14,5,9
298,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202106,52,0,4,5,-1
300,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202107,95,2,8,4,4
302,106,AMAZONAS,RODRIGUEZ DE MENDOZA,202108,41,2,5,9,-4
309,107,AMAZONAS,UTCUBAMBA,202003,0,0,18,19,-1
311,107,AMAZONAS,UTCUBAMBA,202004,49,1,22,18,4
313,107,AMAZONAS,UTCUBAMBA,202005,201,17,25,19,6
315,107,AMAZONAS,UTCUBAMBA,202006,553,29,25,21,4
317,107,AMAZONAS,UTCUBAMBA,202007,1028,32,25,20,5
319,107,AMAZONAS,UTCUBAMBA,202008,898,14,18,29,-11
321,107,AMAZONAS,UTCUBAMBA,202009,464,11,12,20,-8
322,107,AMAZONAS,UTCUBAMBA,202010,303,9,9,28,-19
323,107,AMAZONAS,UTCUBAMBA,202011,154,9,8,20,-12
324,107,AMAZONAS,UTCUBAMBA,202012,99,7,14,17,-3
307,107,AMAZONAS,UTCUBAMBA,202101,241,17,18,19,-1
308,107,AMAZONAS,UTCUBAMBA,202102,311,16,22,21,1
310,107,AMAZONAS,UTCUBAMBA,202103,367,20,23,19,4
312,107,AMAZONAS,UTCUBAMBA,202104,642,34,16,18,-2
314,107,AMAZONAS,UTCUBAMBA,202105,542,44,23,19,4
316,107,AMAZONAS,UTCUBAMBA,202106,335,21,17,21,-4
318,107,AMAZONAS,UTCUBAMBA,202107,163,15,23,20,3
320,107,AMAZONAS,UTCUBAMBA,202108,102,5,11,29,-18
1479,201,ANCASH,HUARAZ,202003,1,0,70,76,-6
1481,201,ANCASH,HUARAZ,202004,106,5,72,61,11
1483,201,ANCASH,HUARAZ,202005,437,28,87,70,17
1485,201,ANCASH,HUARAZ,202006,732,67,145,73,72
1487,201,ANCASH,HUARAZ,202007,1338,164,252,75,177
1489,201,ANCASH,HUARAZ,202008,1779,121,175,94,81
1491,201,ANCASH,HUARAZ,202009,883,47,88,73,15
1492,201,ANCASH,HUARAZ,202010,1019,20,75,70,5
1493,201,ANCASH,HUARAZ,202011,242,8,71,63,8
1494,201,ANCASH,HUARAZ,202012,204,12,64,83,-19
1477,201,ANCASH,HUARAZ,202101,709,56,115,65,50
1478,201,ANCASH,HUARAZ,202102,1139,68,133,60,73
1480,201,ANCASH,HUARAZ,202103,2266,109,179,76,103
1482,201,ANCASH,HUARAZ,202104,1940,140,229,61,168
1484,201,ANCASH,HUARAZ,202105,1321,118,196,70,126
1486,201,ANCASH,HUARAZ,202106,700,32,92,73,19
1488,201,ANCASH,HUARAZ,202107,500,27,97,75,22
1490,201,ANCASH,HUARAZ,202108,560,14,78,94,-16
1497,202,ANCASH,AIJA,202003,0,0,1,1,0
1499,202,ANCASH,AIJA,202004,0,0,5,3,2
1501,202,ANCASH,AIJA,202005,5,0,0,4,-4
1503,202,ANCASH,AIJA,202006,1,0,3,1,2
1505,202,ANCASH,AIJA,202007,8,0,6,2,4
1507,202,ANCASH,AIJA,202008,38,1,4,8,-4
1509,202,ANCASH,AIJA,202009,20,1,2,7,-5
1510,202,ANCASH,AIJA,202010,5,0,1,1,0
1511,202,ANCASH,AIJA,202011,1,0,2,3,-1
1512,202,ANCASH,AIJA,202012,1,0,3,4,-1
1495,202,ANCASH,AIJA,202101,7,0,6,2,4
1496,202,ANCASH,AIJA,202102,41,3,12,2,10
1498,202,ANCASH,AIJA,202103,55,5,9,1,8
1500,202,ANCASH,AIJA,202104,67,3,11,3,8
1502,202,ANCASH,AIJA,202105,19,3,8,4,4
1504,202,ANCASH,AIJA,202106,5,1,8,1,7
1506,202,ANCASH,AIJA,202107,31,0,5,2,3
1508,202,ANCASH,AIJA,202108,5,0,3,8,-5
1515,203,ANCASH,ANTONIO RAYMONDI,202003,0,0,4,4,0
1517,203,ANCASH,ANTONIO RAYMONDI,202004,0,0,4,6,-2
1519,203,ANCASH,ANTONIO RAYMONDI,202005,1,0,1,2,-1
1521,203,ANCASH,ANTONIO RAYMONDI,202006,3,0,3,4,-1
1523,203,ANCASH,ANTONIO RAYMONDI,202007,10,1,12,9,3
1525,203,ANCASH,ANTONIO RAYMONDI,202008,24,0,7,5,2
1527,203,ANCASH,ANTONIO RAYMONDI,202009,1,0,3,8,-5
1528,203,ANCASH,ANTONIO RAYMONDI,202010,10,1,4,5,-1
1529,203,ANCASH,ANTONIO RAYMONDI,202011,4,3,8,7,1
1530,203,ANCASH,ANTONIO RAYMONDI,202012,1,0,8,7,1
1513,203,ANCASH,ANTONIO RAYMONDI,202101,1,0,8,7,1
1514,203,ANCASH,ANTONIO RAYMONDI,202102,5,0,8,3,5
1516,203,ANCASH,ANTONIO RAYMONDI,202103,4,2,7,4,3
1518,203,ANCASH,ANTONIO RAYMONDI,202104,5,6,11,6,5
1520,203,ANCASH,ANTONIO RAYMONDI,202105,20,8,17,2,15
1522,203,ANCASH,ANTONIO RAYMONDI,202106,43,6,8,4,4
1524,203,ANCASH,ANTONIO RAYMONDI,202107,39,2,6,9,-3
1526,203,ANCASH,ANTONIO RAYMONDI,202108,1,0,4,5,-1
1533,204,ANCASH,ASUNCION,202003,0,0,4,4,0
1535,204,ANCASH,ASUNCION,202004,1,0,1,4,-3
1537,204,ANCASH,ASUNCION,202005,0,0,3,8,-5
1539,204,ANCASH,ASUNCION,202006,1,1,7,1,6
1541,204,ANCASH,ASUNCION,202007,2,0,6,5,1
1543,204,ANCASH,ASUNCION,202008,6,0,10,8,2
1545,204,ANCASH,ASUNCION,202009,4,0,0,10,-10
1546,204,ANCASH,ASUNCION,202010,12,1,3,14,-11
1547,204,ANCASH,ASUNCION,202011,30,0,5,9,-4
1548,204,ANCASH,ASUNCION,202012,3,1,2,8,-6
1531,204,ANCASH,ASUNCION,202101,6,0,6,7,-1
1532,204,ANCASH,ASUNCION,202102,33,1,4,2,2
1534,204,ANCASH,ASUNCION,202103,62,2,9,4,5
1536,204,ANCASH,ASUNCION,202104,71,7,14,4,10
1538,204,ANCASH,ASUNCION,202105,73,3,9,8,1
1540,204,ANCASH,ASUNCION,202106,21,3,8,1,7
1542,204,ANCASH,ASUNCION,202107,16,1,6,5,1
1544,204,ANCASH,ASUNCION,202108,10,0,2,8,-6
1551,205,ANCASH,BOLOGNESI,202003,0,0,11,7,4
1553,205,ANCASH,BOLOGNESI,202004,3,0,6,6,0
1555,205,ANCASH,BOLOGNESI,202005,4,1,12,14,-2
1557,205,ANCASH,BOLOGNESI,202006,17,1,9,8,1
1559,205,ANCASH,BOLOGNESI,202007,24,7,22,16,6
1561,205,ANCASH,BOLOGNESI,202008,63,3,15,12,3
1563,205,ANCASH,BOLOGNESI,202009,52,0,9,10,-1
1564,205,ANCASH,BOLOGNESI,202010,38,2,14,13,1
1565,205,ANCASH,BOLOGNESI,202011,18,5,15,8,7
1566,205,ANCASH,BOLOGNESI,202012,23,1,12,8,4
1549,205,ANCASH,BOLOGNESI,202101,69,3,15,7,8
1550,205,ANCASH,BOLOGNESI,202102,152,9,19,9,10
1552,205,ANCASH,BOLOGNESI,202103,199,13,28,7,21
1554,205,ANCASH,BOLOGNESI,202104,223,16,32,6,26
1556,205,ANCASH,BOLOGNESI,202105,154,9,16,14,2
1558,205,ANCASH,BOLOGNESI,202106,115,7,18,8,10
1560,205,ANCASH,BOLOGNESI,202107,63,3,12,16,-4
1562,205,ANCASH,BOLOGNESI,202108,28,1,9,12,-3
1569,206,ANCASH,CARHUAZ,202003,0,0,26,20,6
1571,206,ANCASH,CARHUAZ,202004,16,1,17,20,-3
1573,206,ANCASH,CARHUAZ,202005,14,4,20,27,-7
1575,206,ANCASH,CARHUAZ,202006,25,3,33,28,5
1577,206,ANCASH,CARHUAZ,202007,31,5,36,24,12
1579,206,ANCASH,CARHUAZ,202008,151,11,50,23,27
1581,206,ANCASH,CARHUAZ,202009,177,9,32,25,7
1582,206,ANCASH,CARHUAZ,202010,91,4,30,14,16
1583,206,ANCASH,CARHUAZ,202011,29,2,24,25,-1
1584,206,ANCASH,CARHUAZ,202012,18,1,28,26,2
1567,206,ANCASH,CARHUAZ,202101,68,5,30,25,5
1568,206,ANCASH,CARHUAZ,202102,79,5,33,24,9
1570,206,ANCASH,CARHUAZ,202103,258,22,59,20,39
1572,206,ANCASH,CARHUAZ,202104,357,33,78,20,58
1574,206,ANCASH,CARHUAZ,202105,127,23,52,27,25
1576,206,ANCASH,CARHUAZ,202106,56,9,32,28,4
1578,206,ANCASH,CARHUAZ,202107,65,2,19,24,-5
1580,206,ANCASH,CARHUAZ,202108,35,0,23,23,0
1587,207,ANCASH,CARLOS FERMIN FITZCARRALD,202003,0,0,2,5,-3
1589,207,ANCASH,CARLOS FERMIN FITZCARRALD,202004,0,0,8,5,3
1591,207,ANCASH,CARLOS FERMIN FITZCARRALD,202005,4,0,8,10,-2
1593,207,ANCASH,CARLOS FERMIN FITZCARRALD,202006,3,0,4,5,-1
1595,207,ANCASH,CARLOS FERMIN FITZCARRALD,202007,3,3,15,5,10
1597,207,ANCASH,CARLOS FERMIN FITZCARRALD,202008,8,2,15,1,14
1599,207,ANCASH,CARLOS FERMIN FITZCARRALD,202009,12,3,10,14,-4
1600,207,ANCASH,CARLOS FERMIN FITZCARRALD,202010,25,0,6,9,-3
1601,207,ANCASH,CARLOS FERMIN FITZCARRALD,202011,1,2,8,7,1
1602,207,ANCASH,CARLOS FERMIN FITZCARRALD,202012,0,0,12,11,1
1585,207,ANCASH,CARLOS FERMIN FITZCARRALD,202101,6,0,12,7,5
1586,207,ANCASH,CARLOS FERMIN FITZCARRALD,202102,19,0,8,7,1
1588,207,ANCASH,CARLOS FERMIN FITZCARRALD,202103,25,6,24,5,19
1590,207,ANCASH,CARLOS FERMIN FITZCARRALD,202104,22,7,24,5,19
1592,207,ANCASH,CARLOS FERMIN FITZCARRALD,202105,10,4,17,10,7
1594,207,ANCASH,CARLOS FERMIN FITZCARRALD,202106,1,1,7,5,2
1596,207,ANCASH,CARLOS FERMIN FITZCARRALD,202107,0,2,10,5,5
1598,207,ANCASH,CARLOS FERMIN FITZCARRALD,202108,0,0,4,1,3
1605,208,ANCASH,CASMA,202003,0,0,28,11,17
1607,208,ANCASH,CASMA,202004,40,6,27,11,16
1609,208,ANCASH,CASMA,202005,68,17,48,16,32
1611,208,ANCASH,CASMA,202006,179,40,86,16,70
1613,208,ANCASH,CASMA,202007,155,25,42,18,24
1615,208,ANCASH,CASMA,202008,194,18,31,9,22
1617,208,ANCASH,CASMA,202009,106,8,22,13,9
1618,208,ANCASH,CASMA,202010,141,5,16,16,0
1619,208,ANCASH,CASMA,202011,62,5,33,7,26
1620,208,ANCASH,CASMA,202012,18,5,22,20,2
1603,208,ANCASH,CASMA,202101,94,10,32,19,13
1604,208,ANCASH,CASMA,202102,189,19,37,20,17
1606,208,ANCASH,CASMA,202103,584,56,87,11,76
1608,208,ANCASH,CASMA,202104,509,70,105,11,94
1610,208,ANCASH,CASMA,202105,138,31,52,16,36
1612,208,ANCASH,CASMA,202106,63,10,40,16,24
1614,208,ANCASH,CASMA,202107,48,4,24,18,6
1616,208,ANCASH,CASMA,202108,16,0,19,9,10
1623,209,ANCASH,CORONGO,202003,0,0,2,1,1
1625,209,ANCASH,CORONGO,202004,0,0,0,2,-2
1627,209,ANCASH,CORONGO,202005,2,1,3,2,1
1629,209,ANCASH,CORONGO,202006,3,1,2,2,0
1631,209,ANCASH,CORONGO,202007,15,0,1,3,-2
1633,209,ANCASH,CORONGO,202008,3,0,2,3,-1
1635,209,ANCASH,CORONGO,202009,6,0,6,1,5
1636,209,ANCASH,CORONGO,202010,1,0,3,5,-2
1637,209,ANCASH,CORONGO,202011,3,0,3,2,1
1638,209,ANCASH,CORONGO,202012,4,0,3,4,-1
1621,209,ANCASH,CORONGO,202101,1,0,4,1,3
1622,209,ANCASH,CORONGO,202102,30,1,6,3,3
1624,209,ANCASH,CORONGO,202103,46,6,12,1,11
1626,209,ANCASH,CORONGO,202104,31,4,16,2,14
1628,209,ANCASH,CORONGO,202105,5,3,5,2,3
1630,209,ANCASH,CORONGO,202106,3,1,6,2,4
1632,209,ANCASH,CORONGO,202107,6,0,4,3,1
1634,209,ANCASH,CORONGO,202108,4,1,3,3,0
1641,210,ANCASH,HUARI,202003,0,0,23,34,-11
1643,210,ANCASH,HUARI,202004,28,0,26,20,6
1645,210,ANCASH,HUARI,202005,40,1,33,26,7
1647,210,ANCASH,HUARI,202006,17,5,33,21,12
1649,210,ANCASH,HUARI,202007,16,4,35,34,1
1651,210,ANCASH,HUARI,202008,77,13,43,36,7
1653,210,ANCASH,HUARI,202009,23,5,34,30,4
1654,210,ANCASH,HUARI,202010,23,3,22,25,-3
1655,210,ANCASH,HUARI,202011,25,1,29,31,-2
1656,210,ANCASH,HUARI,202012,26,5,34,36,-2
1639,210,ANCASH,HUARI,202101,52,6,36,36,0
1640,210,ANCASH,HUARI,202102,82,11,56,27,29
1642,210,ANCASH,HUARI,202103,117,17,56,34,22
1644,210,ANCASH,HUARI,202104,218,23,70,20,50
1646,210,ANCASH,HUARI,202105,172,19,59,26,33
1648,210,ANCASH,HUARI,202106,93,14,52,21,31
1650,210,ANCASH,HUARI,202107,52,4,35,34,1
1652,210,ANCASH,HUARI,202108,43,0,22,36,-14
1821,211,ANCASH,HUARMEY,202003,0,0,8,6,2
1823,211,ANCASH,HUARMEY,202004,7,5,17,10,7
1825,211,ANCASH,HUARMEY,202005,39,1,11,15,-4
1827,211,ANCASH,HUARMEY,202006,90,8,26,19,7
1829,211,ANCASH,HUARMEY,202007,319,15,31,12,19
1831,211,ANCASH,HUARMEY,202008,475,26,41,12,29
1833,211,ANCASH,HUARMEY,202009,323,7,20,8,12
1834,211,ANCASH,HUARMEY,202010,156,4,15,14,1
1835,211,ANCASH,HUARMEY,202011,78,2,15,15,0
1836,211,ANCASH,HUARMEY,202012,82,4,18,12,6
1819,211,ANCASH,HUARMEY,202101,151,11,18,24,-6
1820,211,ANCASH,HUARMEY,202102,254,10,27,15,12
1822,211,ANCASH,HUARMEY,202103,506,36,51,6,45
1824,211,ANCASH,HUARMEY,202104,388,51,63,10,53
1826,211,ANCASH,HUARMEY,202105,167,27,37,15,22
1828,211,ANCASH,HUARMEY,202106,41,7,24,19,5
1830,211,ANCASH,HUARMEY,202107,22,1,14,12,2
1832,211,ANCASH,HUARMEY,202108,25,1,19,12,7
1911,212,ANCASH,HUAYLAS,202003,0,0,24,23,1
1913,212,ANCASH,HUAYLAS,202004,13,0,28,20,8
1915,212,ANCASH,HUAYLAS,202005,20,1,22,30,-8
1917,212,ANCASH,HUAYLAS,202006,57,6,37,19,18
1919,212,ANCASH,HUAYLAS,202007,132,14,49,26,23
1921,212,ANCASH,HUAYLAS,202008,317,15,52,31,21
1923,212,ANCASH,HUAYLAS,202009,253,23,48,20,28
1924,212,ANCASH,HUAYLAS,202010,219,7,25,21,4
1925,212,ANCASH,HUAYLAS,202011,134,1,24,20,4
1926,212,ANCASH,HUAYLAS,202012,23,3,35,28,7
1909,212,ANCASH,HUAYLAS,202101,93,3,24,23,1
1910,212,ANCASH,HUAYLAS,202102,248,13,51,18,33
1912,212,ANCASH,HUAYLAS,202103,333,39,86,23,63
1914,212,ANCASH,HUAYLAS,202104,525,48,75,20,55
1916,212,ANCASH,HUAYLAS,202105,250,17,49,30,19
1918,212,ANCASH,HUAYLAS,202106,176,13,41,19,22
1920,212,ANCASH,HUAYLAS,202107,108,2,31,26,5
1922,212,ANCASH,HUAYLAS,202108,48,3,20,31,-11
1929,213,ANCASH,MARISCAL LUZURIAGA,202003,0,0,7,3,4
1931,213,ANCASH,MARISCAL LUZURIAGA,202004,3,0,7,11,-4
1933,213,ANCASH,MARISCAL LUZURIAGA,202005,13,3,12,10,2
1935,213,ANCASH,MARISCAL LUZURIAGA,202006,17,0,14,14,0
1937,213,ANCASH,MARISCAL LUZURIAGA,202007,11,2,11,7,4
1939,213,ANCASH,MARISCAL LUZURIAGA,202008,22,1,15,10,5
1941,213,ANCASH,MARISCAL LUZURIAGA,202009,39,3,13,8,5
1942,213,ANCASH,MARISCAL LUZURIAGA,202010,20,0,11,13,-2
1943,213,ANCASH,MARISCAL LUZURIAGA,202011,31,1,5,11,-6
1944,213,ANCASH,MARISCAL LUZURIAGA,202012,16,0,5,14,-9
1927,213,ANCASH,MARISCAL LUZURIAGA,202101,7,5,20,17,3
1928,213,ANCASH,MARISCAL LUZURIAGA,202102,7,3,15,10,5
1930,213,ANCASH,MARISCAL LUZURIAGA,202103,16,0,15,3,12
1932,213,ANCASH,MARISCAL LUZURIAGA,202104,71,11,23,11,12
1934,213,ANCASH,MARISCAL LUZURIAGA,202105,64,8,27,10,17
1936,213,ANCASH,MARISCAL LUZURIAGA,202106,14,3,13,14,-1
1938,213,ANCASH,MARISCAL LUZURIAGA,202107,12,3,20,7,13
1940,213,ANCASH,MARISCAL LUZURIAGA,202108,1,1,4,10,-6
1947,214,ANCASH,OCROS,202003,0,0,6,1,5
1949,214,ANCASH,OCROS,202004,0,0,3,4,-1
1951,214,ANCASH,OCROS,202005,2,1,3,1,2
1953,214,ANCASH,OCROS,202006,5,0,4,1,3
1955,214,ANCASH,OCROS,202007,14,5,8,3,5
1957,214,ANCASH,OCROS,202008,28,0,5,0,5
1959,214,ANCASH,OCROS,202009,15,1,2,5,-3
1960,214,ANCASH,OCROS,202010,12,0,5,0,5
1961,214,ANCASH,OCROS,202011,4,1,4,4,0
1962,214,ANCASH,OCROS,202012,3,0,2,3,-1
1945,214,ANCASH,OCROS,202101,9,2,6,1,5
1946,214,ANCASH,OCROS,202102,31,2,3,2,1
1948,214,ANCASH,OCROS,202103,71,2,5,1,4
1950,214,ANCASH,OCROS,202104,49,5,8,4,4
1952,214,ANCASH,OCROS,202105,49,3,6,1,5
1954,214,ANCASH,OCROS,202106,5,0,4,1,3
1956,214,ANCASH,OCROS,202107,0,0,2,3,-1
1958,214,ANCASH,OCROS,202108,3,0,1,0,1
1965,215,ANCASH,PALLASCA,202003,0,0,7,13,-6
1967,215,ANCASH,PALLASCA,202004,0,0,7,12,-5
1969,215,ANCASH,PALLASCA,202005,2,2,17,8,9
1971,215,ANCASH,PALLASCA,202006,16,2,15,6,9
1973,215,ANCASH,PALLASCA,202007,13,1,12,10,2
1975,215,ANCASH,PALLASCA,202008,8,5,14,8,6
1977,215,ANCASH,PALLASCA,202009,26,1,8,11,-3
1978,215,ANCASH,PALLASCA,202010,9,0,12,10,2
1979,215,ANCASH,PALLASCA,202011,7,1,13,11,2
1980,215,ANCASH,PALLASCA,202012,2,1,8,7,1
1963,215,ANCASH,PALLASCA,202101,70,2,18,9,9
1964,215,ANCASH,PALLASCA,202102,40,3,12,11,1
1966,215,ANCASH,PALLASCA,202103,230,11,26,13,13
1968,215,ANCASH,PALLASCA,202104,239,22,44,12,32
1970,215,ANCASH,PALLASCA,202105,90,6,14,8,6
1972,215,ANCASH,PALLASCA,202106,46,3,17,6,11
1974,215,ANCASH,PALLASCA,202107,16,1,10,10,0
1976,215,ANCASH,PALLASCA,202108,8,1,16,8,8
1983,216,ANCASH,POMABAMBA,202003,0,0,14,15,-1
1985,216,ANCASH,POMABAMBA,202004,16,1,8,8,0
1987,216,ANCASH,POMABAMBA,202005,16,0,13,15,-2
1989,216,ANCASH,POMABAMBA,202006,45,3,16,4,12
1991,216,ANCASH,POMABAMBA,202007,40,1,19,9,10
1993,216,ANCASH,POMABAMBA,202008,82,1,16,14,2
1995,216,ANCASH,POMABAMBA,202009,70,6,24,7,17
1996,216,ANCASH,POMABAMBA,202010,53,2,15,13,2
1997,216,ANCASH,POMABAMBA,202011,23,1,5,11,-6
1998,216,ANCASH,POMABAMBA,202012,13,1,5,16,-11
1981,216,ANCASH,POMABAMBA,202101,29,3,21,9,12
1982,216,ANCASH,POMABAMBA,202102,34,7,18,8,10
1984,216,ANCASH,POMABAMBA,202103,80,3,15,15,0
1986,216,ANCASH,POMABAMBA,202104,212,16,45,8,37
1988,216,ANCASH,POMABAMBA,202105,253,11,23,15,8
1990,216,ANCASH,POMABAMBA,202106,172,11,20,4,16
1992,216,ANCASH,POMABAMBA,202107,45,8,15,9,6
1994,216,ANCASH,POMABAMBA,202108,11,1,7,14,-7
2001,217,ANCASH,RECUAY,202003,0,0,4,7,-3
2003,217,ANCASH,RECUAY,202004,3,0,6,10,-4
2005,217,ANCASH,RECUAY,202005,20,1,12,10,2
